Date,Carbon Monoxide AQI Value,Main Pollutant,Site Name,Site ID,Source,Nitrogen Dioxide AQI Value,Main Pollutant,Site Name,Site ID,Source,Ozone AQI Value,Main Pollutant,Site Name,Site ID,Source,PM2.5 AQI Value,Main Pollutant,Site Name,Site ID,Source,Sulfur Dioxide AQI Value,Main Pollutant,Site Name,Site ID,Source,PM10 AQI Value,Main Pollutant,Site Name,Site ID,Source
3/21/2019,13,,Elizabeth,34-039-0003,AQS,52,,Elizabeth Lab,34-039-0004,AQS,45,,RIVERHEAD,36-103-0004,AQS,48,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
3/22/2019,6,,Elizabeth,34-039-0003,AQS,26,,Fort Lee Near Road,34-003-0010,AQS,44,,Chester,34-027-3001,AQS,23,,Fort Lee Near Road,34-003-0010,AQS,1,,QUEENS COLLEGE 2,36-081-0124,AQS,6,,DIVISION STREET,36-061-0134,AQS
3/23/2019,3,,Fort Lee Near Road,34-003-0010,AQS,23,,Bayonne,34-017-0006,AQS,44,,RIVERHEAD,36-103-0004,AQS,26,,Intermediate School 143,36-061-0115,AQS,1,,Bayonne,34-017-0006,AQS,,,,,
3/24/2019,5,,Newark Firehouse,34-013-0003,AQS,42,,Jersey City,34-017-1002,AQS,50,,Chester,34-027-3001,AQS,31,,Fort Lee Near Road,34-003-0010,AQS,1,,PFIZER LAB SITE,36-005-0133,AQS,,,,,
3/25/2019,6,,Queens College Near Road,36-081-0125,AQS,45,,Queens College Near Road,36-081-0125,AQS,44,,Chester,34-027-3001,AQS,43,,Queens College Near Road,36-081-0125,AQS,7,,QUEENS COLLEGE 2,36-081-0124,AQS,9,,Newark Firehouse,34-013-0003,AQS
3/26/2019,5,,Queens College Near Road,36-081-0125,AQS,26,,Jersey City,34-017-1002,AQS,44,,RIVERHEAD,36-103-0004,AQS,27,,PS 19,36-061-0128,AQS,1,,IS 52,36-005-0110,AQS,,,,,
3/27/2019,6,,Jersey City,34-017-1002,AQS,42,,Jersey City,34-017-1002,AQS,45,,Colliers Mills,34-029-0006,AQS,35,,PS 19,36-061-0128,AQS,1,,Chester,34-027-3001,AQS,,,,,
3/28/2019,9,,Jersey City,34-017-1002,AQS,53,,Newark Firehouse,34-013-0003,AQS,47,,Chester,34-027-3001,AQS,55,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,23,,Jersey City Firehouse,34-017-1003,AQS
3/29/2019,9,,CCNY,36-061-0135,AQS,57,,IS 52,36-005-0110,AQS,44,,RIVERHEAD,36-103-0004,AQS,59,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
3/30/2019,16,,Newark Firehouse,34-013-0003,AQS,56,,QUEENS COLLEGE 2,36-081-0124,AQS,71,,Chester,34-027-3001,AQS,72,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
3/31/2019,8,,Elizabeth,34-039-0003,AQS,43,,Newark Firehouse,34-013-0003,AQS,45,,RIVERHEAD,36-103-0004,AQS,100,,Elizabeth Lab,34-039-0004,AQS,1,,MILLBROOK,36-027-0007,AQS,15,,Newark Firehouse,34-013-0003,AQS
4/1/2019,6,,Queens College Near Road,36-081-0125,AQS,46,,Bayonne,34-017-0006,AQS,43,,Ramapo,34-031-5001,AQS,26,,Fort Lee Near Road,34-003-0010,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
4/2/2019,15,,Elizabeth,34-039-0003,AQS,60,,Newark Firehouse,34-013-0003,AQS,46,,MT NINHAM,36-079-0005,AQS,34,,Fort Lee Near Road,34-003-0010,AQS,4,,Elizabeth,34-039-0003,AQS,,,,,
4/3/2019,7,,Elizabeth,34-039-0003,AQS,47,,Fort Lee Near Road,34-003-0010,AQS,54,,RIVERHEAD,36-103-0004,AQS,46,,Fort Lee Near Road,34-003-0010,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,22,,Jersey City Firehouse,34-017-1003,AQS
4/4/2019,9,,Queens College Near Road,36-081-0125,AQS,43,,Queens College Near Road,36-081-0125,AQS,49,,Colliers Mills,34-029-0006,AQS,32,,Jersey City Firehouse,34-017-1003,AQS,1,,IS 52,36-005-0110,AQS,,,,,
4/5/2019,8,,Elizabeth,34-039-0003,AQS,40,,Newark Firehouse,34-013-0003,AQS,41,,RIVERHEAD,36-103-0004,AQS,40,,Elizabeth Lab,34-039-0004,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
4/6/2019,8,,Elizabeth,34-039-0003,AQS,40,,Jersey City,34-017-1002,AQS,49,,RIVERHEAD,36-103-0004,AQS,53,,Fort Lee Near Road,34-003-0010,AQS,1,,Bayonne,34-017-0006,AQS,7,,Newark Firehouse,34-013-0003,AQS
4/7/2019,11,,Elizabeth,34-039-0003,AQS,50,,IS 52,36-005-0110,AQS,64,,Flemington,34-019-0001,AQS,53,,Jersey City Firehouse,34-017-1003,AQS,1,,Newark Firehouse,34-013-0003,AQS,,,,,
4/8/2019,6,,Jersey City,34-017-1002,AQS,58,,Newark Firehouse,34-013-0003,AQS,51,,Colliers Mills,34-029-0006,AQS,61,,Fort Lee Near Road,34-003-0010,AQS,3,,Chester,34-027-3001,AQS,,,,,
4/9/2019,9,,Elizabeth,34-039-0003,AQS,37,,Jersey City,34-017-1002,AQS,38,,RIVERHEAD,36-103-0004,AQS,65,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,20,,Newark Firehouse,34-013-0003,AQS
4/10/2019,7,,Elizabeth,34-039-0003,AQS,35,,Bayonne,34-017-0006,AQS,38,,Colliers Mills,34-029-0006,AQS,36,,Fort Lee Near Road,34-003-0010,AQS,1,,PFIZER LAB SITE,36-005-0133,AQS,,,,,
4/11/2019,7,,Jersey City,34-017-1002,AQS,44,,Fort Lee Near Road,34-003-0010,AQS,42,,MT NINHAM,36-079-0005,AQS,38,,Jersey City Firehouse,34-017-1003,AQS,1,,Newark Firehouse,34-013-0003,AQS,,,,,
4/12/2019,9,,Elizabeth,34-039-0003,AQS,47,,Jersey City,34-017-1002,AQS,46,,RIVERHEAD,36-103-0004,AQS,51,,Fort Lee Near Road,34-003-0010,AQS,1,,Newark Firehouse,34-013-0003,AQS,19,,Newark Firehouse,34-013-0003,AQS
4/13/2019,8,,PFIZER LAB SITE,36-005-0133,AQS,46,,IS 52,36-005-0110,AQS,47,,Rutgers University,34-023-0011,AQS,53,,Fort Lee Near Road,34-003-0010,AQS,1,,IS 52,36-005-0110,AQS,,,,,
4/14/2019,8,,Elizabeth,34-039-0003,AQS,32,,QUEENS COLLEGE 2,36-081-0124,AQS,44,,MILLBROOK,36-027-0007,AQS,54,,Fort Lee Near Road,34-003-0010,AQS,1,,Newark Firehouse,34-013-0003,AQS,,,,,
4/15/2019,7,,Elizabeth,34-039-0003,AQS,46,,Jersey City,34-017-1002,AQS,45,,MILLBROOK,36-027-0007,AQS,43,,Elizabeth Lab,34-039-0004,AQS,4,,Elizabeth Lab,34-039-0004,AQS,9,,DIVISION STREET,36-061-0134,AQS
4/16/2019,5,,Elizabeth,34-039-0003,AQS,34,,Newark Firehouse,34-013-0003,AQS,49,,Colliers Mills,34-029-0006,AQS,27,,Fort Lee Near Road,34-003-0010,AQS,4,,Elizabeth Lab,34-039-0004,AQS,,,,,
4/17/2019,9,,Elizabeth,34-039-0003,AQS,47,,IS 52,36-005-0110,AQS,47,,MT NINHAM,36-079-0005,AQS,31,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
4/18/2019,10,,Elizabeth,34-039-0003,AQS,57,,Elizabeth Lab,34-039-0004,AQS,58,,Colliers Mills,34-029-0006,AQS,53,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,26,,Newark Firehouse,34-013-0003,AQS
4/19/2019,9,,Elizabeth,34-039-0003,AQS,37,,IS 52,36-005-0110,AQS,45,,RIVERHEAD,36-103-0004,AQS,56,,Fort Lee Near Road,34-003-0010,AQS,0,,Newark Firehouse,34-013-0003,AQS,,,,,
4/20/2019,6,,Elizabeth,34-039-0003,AQS,26,,Elizabeth Lab,34-039-0004,AQS,45,,RIVERHEAD,36-103-0004,AQS,52,,Elizabeth Lab,34-039-0004,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
4/21/2019,8,,Elizabeth,34-039-0003,AQS,34,,Elizabeth Lab,34-039-0004,AQS,44,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,44,,Fort Lee Near Road,34-003-0010,AQS,17,,Newark Firehouse,34-013-0003,AQS,16,,DIVISION STREET,36-061-0134,AQS
4/22/2019,7,,Elizabeth,34-039-0003,AQS,37,,Elizabeth Lab,34-039-0004,AQS,41,,RIVERHEAD,36-103-0004,AQS,38,,Jersey City Firehouse,34-017-1003,AQS,1,,PFIZER LAB SITE,36-005-0133,AQS,,,,,
4/23/2019,5,,Newark Firehouse,34-013-0003,AQS,53,,Newark Firehouse,34-013-0003,AQS,61,,Colliers Mills,34-029-0006,AQS,43,,Jersey City Firehouse,34-017-1003,AQS,1,,Newark Firehouse,34-013-0003,AQS,,,,,
4/24/2019,5,,Newark Firehouse,34-013-0003,AQS,29,,Elizabeth Lab,34-039-0004,AQS,44,,Colliers Mills,34-029-0006,AQS,29,,Jersey City Firehouse,34-017-1003,AQS,1,,Elizabeth Lab,34-039-0004,AQS,9,,Newark Firehouse,34-013-0003,AQS
4/25/2019,7,,Elizabeth,34-039-0003,AQS,38,,Newark Firehouse,34-013-0003,AQS,44,,MILLBROOK,36-027-0007,AQS,43,,Fort Lee Near Road,34-003-0010,AQS,1,,Newark Firehouse,34-013-0003,AQS,,,,,
4/26/2019,8,,Elizabeth,34-039-0003,AQS,38,,Elizabeth Lab,34-039-0004,AQS,44,,RIVERHEAD,36-103-0004,AQS,45,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
4/27/2019,5,,Jersey City,34-017-1002,AQS,25,,Elizabeth Lab,34-039-0004,AQS,47,,Colliers Mills,34-029-0006,AQS,28,,Jersey City Firehouse,34-017-1003,AQS,0,,Newark Firehouse,34-013-0003,AQS,8,,Jersey City Firehouse,34-017-1003,AQS
4/28/2019,7,,Elizabeth,34-039-0003,AQS,29,,Elizabeth Lab,34-039-0004,AQS,36,,Chester,34-027-3001,AQS,35,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
4/29/2019,6,,Elizabeth,34-039-0003,AQS,40,,Elizabeth Lab,34-039-0004,AQS,44,,RIVERHEAD,36-103-0004,AQS,34,,Fort Lee Near Road,34-003-0010,AQS,3,,IS 52,36-005-0110,AQS,,,,,
4/30/2019,9,,Elizabeth,34-039-0003,AQS,40,,Queens College Near Road,36-081-0125,AQS,46,,RIVERHEAD,36-103-0004,AQS,62,,Fort Lee Near Road,34-003-0010,AQS,7,,EISENHOWER PARK,36-059-0005,AQS,13,,Newark Firehouse,34-013-0003,AQS
5/1/2019,8,,Elizabeth,34-039-0003,AQS,33,,Elizabeth Lab,34-039-0004,AQS,41,,RIVERHEAD,36-103-0004,AQS,46,,Fort Lee Near Road,34-003-0010,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
5/2/2019,8,,Elizabeth,34-039-0003,AQS,44,,Queens College Near Road,36-081-0125,AQS,45,,Colliers Mills,34-029-0006,AQS,62,,Fort Lee Near Road,34-003-0010,AQS,4,,Elizabeth,34-039-0003,AQS,,,,,
5/3/2019,9,,Jersey City,34-017-1002,AQS,42,,Newark Firehouse,34-013-0003,AQS,39,,RIVERHEAD,36-103-0004,AQS,67,,Paterson,34-031-0005,AQS,1,,Jersey City,34-017-1002,AQS,26,,Jersey City Firehouse,34-017-1003,AQS
5/4/2019,14,,Elizabeth,34-039-0003,AQS,42,,Bayonne,34-017-0006,AQS,35,,Rockland County,36-087-0005,AQS,81,,Elizabeth Lab,34-039-0004,AQS,4,,Elizabeth,34-039-0003,AQS,,,,,
5/5/2019,7,,Elizabeth,34-039-0003,AQS,27,,Bayonne,34-017-0006,AQS,35,,RIVERHEAD,36-103-0004,AQS,40,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
5/6/2019,7,,Elizabeth,34-039-0003,AQS,31,,Newark Firehouse,34-013-0003,AQS,44,,RIVERHEAD,36-103-0004,AQS,68,,Paterson,34-031-0005,AQS,1,,Newark Firehouse,34-013-0003,AQS,10,,Newark Firehouse,34-013-0003,AQS
5/7/2019,6,,Elizabeth,34-039-0003,AQS,41,,Bayonne,34-017-0006,AQS,54,,Rutgers University,34-023-0011,AQS,43,,Elizabeth Lab,34-039-0004,AQS,1,,Newark Firehouse,34-013-0003,AQS,,,,,
5/8/2019,6,,Elizabeth,34-039-0003,AQS,48,,Fort Lee Near Road,34-003-0010,AQS,42,,Flemington,34-019-0001,AQS,43,,Jersey City Firehouse,34-017-1003,AQS,3,,Elizabeth Lab,34-039-0004,AQS,,,,,
5/9/2019,5,,Jersey City,34-017-1002,AQS,39,,Bayonne,34-017-0006,AQS,41,,RIVERHEAD,36-103-0004,AQS,51,,Jersey City Firehouse,34-017-1003,AQS,4,,Elizabeth Lab,34-039-0004,AQS,19,,Jersey City Firehouse,34-017-1003,AQS
5/10/2019,7,,Jersey City,34-017-1002,AQS,39,,Newark Firehouse,34-013-0003,AQS,42,,Rutgers University,34-023-0011,AQS,54,,Fort Lee Near Road,34-003-0010,AQS,1,,Newark Firehouse,34-013-0003,AQS,,,,,
5/11/2019,6,,Elizabeth,34-039-0003,AQS,25,,Newark Firehouse,34-013-0003,AQS,43,,Monmouth University,34-025-0005,AQS,52,,Elizabeth Lab,34-039-0004,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
5/12/2019,8,,Elizabeth,34-039-0003,AQS,21,,IS 52,36-005-0110,AQS,40,,RIVERHEAD,36-103-0004,AQS,25,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,4,,Newark Firehouse,34-013-0003,AQS
5/13/2019,7,,Elizabeth,34-039-0003,AQS,35,,Elizabeth Lab,34-039-0004,AQS,43,,Colliers Mills,34-029-0006,AQS,53,,Jersey City Firehouse,34-017-1003,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
5/14/2019,8,,Jersey City,34-017-1002,AQS,29,,Elizabeth Lab,34-039-0004,AQS,30,,Colliers Mills,34-029-0006,AQS,46,,Fort Lee Near Road,34-003-0010,AQS,13,,Bayonne,34-017-0006,AQS,,,,,
5/15/2019,7,,Elizabeth,34-039-0003,AQS,40,,QUEENS COLLEGE 2,36-081-0124,AQS,42,,Chester,34-027-3001,AQS,38,,Fort Lee Near Road,34-003-0010,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,9,,Jersey City Firehouse,34-017-1003,AQS
5/16/2019,10,,Newark Firehouse,34-013-0003,AQS,55,,IS 52,36-005-0110,AQS,58,,Colliers Mills,34-029-0006,AQS,45,,Jersey City Firehouse,34-017-1003,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
5/17/2019,11,,Newark Firehouse,34-013-0003,AQS,54,,QUEENS COLLEGE 2,36-081-0124,AQS,67,,Colliers Mills,34-029-0006,AQS,60,,Fort Lee Near Road,34-003-0010,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
5/18/2019,5,,Elizabeth,34-039-0003,AQS,31,,Jersey City,34-017-1002,AQS,50,,Colliers Mills,34-029-0006,AQS,42,,Elizabeth Lab,34-039-0004,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
5/19/2019,6,,Elizabeth,34-039-0003,AQS,41,,IS 52,36-005-0110,AQS,61,,Rockland County,36-087-0005,AQS,51,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
5/20/2019,9,,Elizabeth,34-039-0003,AQS,41,,QUEENS COLLEGE 2,36-081-0124,AQS,77,,Colliers Mills,34-029-0006,AQS,54,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
5/21/2019,3,,Elizabeth,34-039-0003,AQS,18,,Fort Lee Near Road,34-003-0010,AQS,37,,Colliers Mills,34-029-0006,AQS,28,,Jersey City Firehouse,34-017-1003,AQS,1,,Elizabeth,34-039-0003,AQS,13,,DIVISION STREET,36-061-0134,AQS
5/22/2019,5,,Jersey City,34-017-1002,AQS,33,,Queens College Near Road,36-081-0125,AQS,47,,FRESHKILLS WEST,36-085-0111,AQS,40,,Jersey City Firehouse,34-017-1003,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
5/23/2019,7,,Elizabeth Lab,34-039-0004,AQS,31,,Elizabeth Lab,34-039-0004,AQS,42,,Flemington,34-019-0001,AQS,45,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
5/24/2019,7,,Elizabeth Lab,34-039-0004,AQS,23,,Bayonne,34-017-0006,AQS,46,,Colliers Mills,34-029-0006,AQS,48,,Elizabeth Lab,34-039-0004,AQS,1,,Elizabeth,34-039-0003,AQS,11,,Newark Firehouse,34-013-0003,AQS
5/25/2019,5,,Elizabeth Lab,34-039-0004,AQS,20,,Jersey City,34-017-1002,AQS,44,,MILLBROOK,36-027-0007,AQS,26,,Elizabeth Lab,34-039-0004,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
5/26/2019,6,,Elizabeth Lab,34-039-0004,AQS,29,,Queens College Near Road,36-081-0125,AQS,51,,BABYLON,36-103-0002,AQS,48,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
5/27/2019,6,,Newark Firehouse,34-013-0003,AQS,34,,Newark Firehouse,34-013-0003,AQS,44,,Monmouth University,34-025-0005,AQS,40,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth,34-039-0003,AQS,13,,Newark Firehouse,34-013-0003,AQS
5/28/2019,10,,Elizabeth,34-039-0003,AQS,46,,Elizabeth Lab,34-039-0004,AQS,37,,QUEENS COLLEGE 2,36-081-0124,AQS,56,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
5/29/2019,9,,Elizabeth,34-039-0003,AQS,35,,Bayonne,34-017-0006,AQS,33,,Flemington,34-019-0001,AQS,55,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
5/30/2019,9,,Jersey City,34-017-1002,AQS,38,,Elizabeth Lab,34-039-0004,AQS,35,,Flemington,34-019-0001,AQS,56,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,16,,Newark Firehouse,34-013-0003,AQS
5/31/2019,7,,Elizabeth,34-039-0003,AQS,42,,IS 52,36-005-0110,AQS,100,,RIVERHEAD,36-103-0004,AQS,57,,Jersey City Firehouse,34-017-1003,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
6/1/2019,10,,Elizabeth,34-039-0003,AQS,38,,Bayonne,34-017-0006,AQS,71,,Rockland County,36-087-0005,AQS,59,,Fort Lee Near Road,34-003-0010,AQS,3,,EISENHOWER PARK,36-059-0005,AQS,,,,,
6/2/2019,7,,Elizabeth,34-039-0003,AQS,34,,Jersey City,34-017-1002,AQS,74,,QUEENS COLLEGE 2,36-081-0124,AQS,66,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,23,,Jersey City Firehouse,34-017-1003,AQS
6/3/2019,5,,Elizabeth,34-039-0003,AQS,27,,Queens College Near Road,36-081-0125,AQS,40,,Colliers Mills,34-029-0006,AQS,32,,Elizabeth Lab,34-039-0004,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
6/4/2019,3,,Newark Firehouse,34-013-0003,AQS,34,,Bayonne,34-017-0006,AQS,45,,Colliers Mills,34-029-0006,AQS,28,,Fort Lee Near Road,34-003-0010,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
6/5/2019,6,,Jersey City,34-017-1002,AQS,44,,Jersey City,34-017-1002,AQS,97,,Rutgers University,34-023-0011,AQS,62,,PS 19,36-061-0128,AQS,1,,Jersey City,34-017-1002,AQS,19,,Newark Firehouse,34-013-0003,AQS
6/6/2019,6,,Jersey City,34-017-1002,AQS,28,,Queens College Near Road,36-081-0125,AQS,61,,QUEENS COLLEGE 2,36-081-0124,AQS,52,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
6/7/2019,7,,Elizabeth,34-039-0003,AQS,51,,Queens College Near Road,36-081-0125,AQS,67,,Rutgers University,34-023-0011,AQS,55,,Fort Lee Near Road,34-003-0010,AQS,1,,Newark Firehouse,34-013-0003,AQS,,,,,
6/8/2019,7,,Elizabeth,34-039-0003,AQS,53,,Queens College Near Road,36-081-0125,AQS,61,,Flemington,34-019-0001,AQS,51,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,19,,Jersey City Firehouse,34-017-1003,AQS
6/9/2019,6,,Elizabeth,34-039-0003,AQS,24,,Jersey City,34-017-1002,AQS,47,,Ramapo,34-031-5001,AQS,33,,Fort Lee Near Road,34-003-0010,AQS,0,,Newark Firehouse,34-013-0003,AQS,,,,,
6/10/2019,9,,Elizabeth,34-039-0003,AQS,25,,Jersey City,34-017-1002,AQS,31,,RIVERHEAD,36-103-0004,AQS,40,,Fort Lee Near Road,34-003-0010,AQS,6,,Bayonne,34-017-0006,AQS,,,,,
6/11/2019,8,,Elizabeth,34-039-0003,AQS,25,,Fort Lee Near Road,34-003-0010,AQS,39,,Colliers Mills,34-029-0006,AQS,38,,Elizabeth Lab,34-039-0004,AQS,1,,Bayonne,34-017-0006,AQS,7,,Newark Firehouse,34-013-0003,AQS
6/12/2019,6,,Elizabeth,34-039-0003,AQS,36,,Bayonne,34-017-0006,AQS,43,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,40,,Jersey City Firehouse,34-017-1003,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
6/13/2019,7,,Elizabeth,34-039-0003,AQS,38,,Newark Firehouse,34-013-0003,AQS,40,,RIVERHEAD,36-103-0004,AQS,26,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
6/14/2019,7,,Elizabeth,34-039-0003,AQS,30,,Queens College Near Road,36-081-0125,AQS,37,,HOLTSVILLE,36-103-0009,AQS,36,,Elizabeth Lab,34-039-0004,AQS,3,,Chester,34-027-3001,AQS,11,,DIVISION STREET,36-061-0134,AQS
6/15/2019,6,,Elizabeth Lab,34-039-0004,AQS,31,,Elizabeth Lab,34-039-0004,AQS,67,,Leonia,34-003-0006,AQS,38,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
6/16/2019,6,,Elizabeth,34-039-0003,AQS,25,,Jersey City,34-017-1002,AQS,50,,Leonia,34-003-0006,AQS,60,,Newark Firehouse,34-013-0003,AQS,21,,Elizabeth Lab,34-039-0004,AQS,,,,,
6/17/2019,9,,Elizabeth,34-039-0003,AQS,41,,Newark Firehouse,34-013-0003,AQS,44,,HOLTSVILLE,36-103-0009,AQS,54,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth,34-039-0003,AQS,15,,Newark Firehouse,34-013-0003,AQS
6/18/2019,8,,Elizabeth,34-039-0003,AQS,46,,Fort Lee Near Road,34-003-0010,AQS,43,,BABYLON,36-103-0002,AQS,68,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
6/19/2019,7,,Elizabeth,34-039-0003,AQS,33,,Elizabeth Lab,34-039-0004,AQS,38,,MILLBROOK,36-027-0007,AQS,54,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
6/20/2019,7,,Elizabeth,34-039-0003,AQS,32,,Fort Lee Near Road,34-003-0010,AQS,36,,Rutgers University,34-023-0011,AQS,55,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,16,,DIVISION STREET,36-061-0134,AQS
6/21/2019,6,,Jersey City,34-017-1002,AQS,29,,Queens College Near Road,36-081-0125,AQS,31,,Flemington,34-019-0001,AQS,39,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
6/22/2019,3,,Elizabeth Lab,34-039-0004,AQS,19,,Bayonne,34-017-0006,AQS,28,,Colliers Mills,34-029-0006,AQS,37,,Jersey City Firehouse,34-017-1003,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
6/23/2019,5,,Elizabeth Lab,34-039-0004,AQS,22,,Bayonne,34-017-0006,AQS,40,,Colliers Mills,34-029-0006,AQS,29,,Fort Lee Near Road,34-003-0010,AQS,3,,Chester,34-027-3001,AQS,6,,Newark Firehouse,34-013-0003,AQS
6/24/2019,6,,Elizabeth Lab,34-039-0004,AQS,37,,Bayonne,34-017-0006,AQS,67,,Rutgers University,34-023-0011,AQS,50,,PS 19,36-061-0128,AQS,3,,Bayonne,34-017-0006,AQS,,,,,
6/25/2019,6,,Jersey City,34-017-1002,AQS,42,,QUEENS COLLEGE 2,36-081-0124,AQS,44,,Flemington,34-019-0001,AQS,61,,PS 19,36-061-0128,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
6/26/2019,5,,Fort Lee Near Road,34-003-0010,AQS,54,,IS 52,36-005-0110,AQS,108,,BABYLON,36-103-0002,AQS,55,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,16,,Jersey City Firehouse,34-017-1003,AQS
6/27/2019,6,,Queens College Near Road,36-081-0125,AQS,41,,Queens College Near Road,36-081-0125,AQS,105,,BABYLON,36-103-0002,AQS,59,,Newark Firehouse,34-013-0003,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
6/28/2019,6,,Jersey City,34-017-1002,AQS,44,,Elizabeth Lab,34-039-0004,AQS,150,,Leonia,34-003-0006,AQS,53,,Newark Firehouse,34-013-0003,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
6/29/2019,6,,Jersey City,34-017-1002,AQS,31,,Jersey City,34-017-1002,AQS,126,,RIVERHEAD,36-103-0004,AQS,67,,Newark Firehouse,34-013-0003,AQS,3,,Jersey City,34-017-1002,AQS,16,,Newark Firehouse,34-013-0003,AQS
6/30/2019,5,,Elizabeth,34-039-0003,AQS,21,,Bayonne,34-017-0006,AQS,40,,RIVERHEAD,36-103-0004,AQS,46,,Fort Lee Near Road,34-003-0010,AQS,4,,Elizabeth,34-039-0003,AQS,,,,,
7/1/2019,5,,Elizabeth Lab,34-039-0004,AQS,26,,Jersey City,34-017-1002,AQS,47,,Monmouth University,34-025-0005,AQS,41,,Newark Firehouse,34-013-0003,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
7/2/2019,7,,Elizabeth Lab,34-039-0004,AQS,35,,Jersey City,34-017-1002,AQS,150,,Colliers Mills,34-029-0006,AQS,59,,BABYLON,36-103-0002,AQS,3,,Jersey City,34-017-1002,AQS,22,,DIVISION STREET,36-061-0134,AQS
7/3/2019,7,,Jersey City,34-017-1002,AQS,46,,Jersey City,34-017-1002,AQS,129,,BABYLON,36-103-0002,AQS,62,,Fort Lee Near Road,34-003-0010,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
7/4/2019,8,,Newark Firehouse,34-013-0003,AQS,46,,Elizabeth Lab,34-039-0004,AQS,122,,Ramapo,34-031-5001,AQS,83,,Fort Lee Near Road,34-003-0010,AQS,6,,Elizabeth,34-039-0003,AQS,,,,,
